[2339, 1653]
[folio, [283.0, 210.0, 208.0, 36.0], dSjikn-2MP, 5654980]
[paragraph, [280.0, 315.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 351.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 387.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 423.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 459.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 495.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 531.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 567.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 603.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 639.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 675.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 711.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 747.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 783.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 819.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 855.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 891.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 927.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 963.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 999.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1035.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1071.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1107.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1143.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1179.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1215.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1251.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1287.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1323.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1359.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1395.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1431.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1467.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1503.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1539.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [280.0, 1575.0, 1093.0, 36.0], shoonya_1s59OW3JOQOP5E, 5654980]
[paragraph, [284.0, 1650.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1686.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1722.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1758.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1794.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1830.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1866.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1902.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1938.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 1974.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
[paragraph, [284.0, 2010.0, 1083.0, 36.0], shoonya_0sS3F390BCYLUJ, 5654980]
