[2084, 1289]
[paragraph, [131.0, 273.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 309.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 345.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 381.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 417.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 453.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 489.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 525.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 561.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 597.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[paragraph, [131.0, 633.0, 1032.0, 36.0], shoonya_1sRPU17BRWM3PS, 5660535]
[ordered-list, [126.0, 685.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 721.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 757.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 793.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 829.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 865.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 901.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 937.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 973.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1009.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1045.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1081.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1117.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1153.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1189.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1225.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1261.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1297.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1333.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1369.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1405.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1441.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1477.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1513.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1549.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1585.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1621.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1657.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1693.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1729.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1765.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1801.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[ordered-list, [126.0, 1837.0, 1032.0, 36.0], shoonya_0s5F6Y4ZZNDT1I, 5660535]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_3sDPIAULRN6PF2, 5660535]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_3sDPIAULRN6PF2, 5660535]
