[2339, 1656]
[headline, [192.0, 189.0, 698.0, 67.5], shoonya_0sZOBLCNT9QUR0, 5753000]
[author, [194.0, 351.0, 209.0, 36.0], bXB3Yq4-rR, 5753000]
[paragraph, [184.0, 449.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 485.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 521.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 557.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 593.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 629.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 665.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 701.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 737.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 773.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 809.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [184.0, 845.0, 1289.0, 36.0], FV4lVzwZvE, 5753000]
[paragraph, [186.0, 943.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 979.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1015.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1051.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1087.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1123.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1159.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1195.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1231.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1267.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1303.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1339.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1375.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1411.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1447.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1483.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1519.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1555.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1591.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1627.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1663.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1699.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1735.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [186.0, 1771.0, 1285.0, 36.0], hvAYp6tMEj, 5753000]
[paragraph, [192.0, 1910.0, 1275.0, 36.0], DKMIePoeEA, 5753000]
[paragraph, [192.0, 1946.0, 1275.0, 36.0], DKMIePoeEA, 5753000]
[paragraph, [192.0, 1982.0, 1275.0, 36.0], DKMIePoeEA, 5753000]
[paragraph, [192.0, 2018.0, 1275.0, 36.0], DKMIePoeEA, 5753000]
[paragraph, [192.0, 2054.0, 1275.0, 36.0], DKMIePoeEA, 5753000]
[folio, [300.0, 2148.0, 467.0, 36.0], BzfgpH5OuI, 5753000]
