[2304, 1632]
[paragraph, [326.0, 191.0, 1117.0, 36.0], xw0xBASOFw, 5699396]
[paragraph, [326.0, 227.0, 1117.0, 36.0], xw0xBASOFw, 5699396]
[section-title, [278.0, 368.0, 943.0, 52.5], eLDw1Kauc0, 5699396]
[paragraph, [322.0, 480.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 516.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 552.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 588.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 624.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 660.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 696.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 732.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 768.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 804.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 840.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 876.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 912.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 948.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [322.0, 984.0, 1156.0, 36.0], A_tNWqmn4J, 5699396]
[paragraph, [327.0, 1071.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1107.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1143.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1179.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1215.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1251.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1287.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [327.0, 1323.0, 1161.0, 36.0], AIuhcPMnak, 5699396]
[paragraph, [315.0, 1409.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1445.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1481.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1517.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1553.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1589.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[paragraph, [315.0, 1625.0, 1144.0, 36.0], yrJ7y6Ymsz, 5699396]
[section-title, [269.0, 1726.0, 1098.0, 52.5], vqZ2_fQL9s, 5699396]
[paragraph, [324.0, 1833.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
[paragraph, [324.0, 1869.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
[paragraph, [324.0, 1905.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
[paragraph, [324.0, 1941.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
[paragraph, [324.0, 1977.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
[paragraph, [324.0, 2013.0, 1154.0, 36.0], hB0lY_r3sx, 5699396]
