[1565, 1152]
[ordered-list, [577.0, 94.0, 487.0, 36.0], shoonya_9s70D1XN6T8EN8, 5722290]
[ordered-list, [577.0, 130.0, 487.0, 36.0], shoonya_9s70D1XN6T8EN8, 5722290]
[paragraph, [84.0, 101.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 137.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 173.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 209.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 245.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 281.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 317.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 353.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 389.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[paragraph, [84.0, 425.0, 479.0, 36.0], shoonya_1sAJV1GX6UY99B, 5722290]
[ordered-list, [571.0, 189.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 225.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 261.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 297.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 333.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 369.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 405.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 441.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 477.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 513.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 549.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 585.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 621.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 657.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 693.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 729.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 765.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 801.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 837.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 873.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 909.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 945.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 981.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 1017.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 1053.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[ordered-list, [571.0, 1089.0, 489.0, 36.0], shoonya_7sVBG12XQO7S2Z, 5722290]
[paragraph, [81.0, 515.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 551.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 587.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 623.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 659.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 695.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 731.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 767.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 803.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[paragraph, [81.0, 839.0, 485.0, 36.0], shoonya_2sPYUD6QS74T7D, 5722290]
[ordered-list, [79.0, 988.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1024.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1060.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1096.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1132.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1168.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1204.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1240.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1276.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1312.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1348.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[ordered-list, [79.0, 1384.0, 489.0, 36.0], shoonya_0s8KNIFN800H6W, 5722290]
[paragraph, [578.0, 1147.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1183.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1219.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1255.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1291.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1327.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1363.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
[paragraph, [578.0, 1399.0, 477.0, 36.0], shoonya_6sQ9ZEO181Q51T, 5722290]
