[720, 504]
[paragraph, [52.0, 113.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 131.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 149.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 167.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 185.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 203.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 221.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 239.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 257.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 275.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 293.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 311.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 329.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 347.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 365.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 383.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 401.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 419.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[paragraph, [52.0, 437.0, 207.0, 18.0], shoonya_2sYN2KCL86LTE2, 5651759]
[sidebar, [266.0, 114.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 132.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 150.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 168.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 186.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 204.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 222.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 240.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 258.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 276.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 294.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 312.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 330.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 348.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 366.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 384.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 402.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[sidebar, [266.0, 420.0, 195.0, 18.0], shoonya_0sQN5PVVMMFBN5, 5651759]
[paragraph, [267.0, 448.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 466.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 484.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 502.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 520.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 538.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 556.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 574.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 592.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [267.0, 610.0, 198.0, 18.0], shoonya_1sRJ9E523JSND0, 5651759]
[paragraph, [57.0, 463.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 481.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 499.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 517.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 535.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 553.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 571.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 589.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
[paragraph, [57.0, 607.0, 201.0, 18.0], shoonya_3sX5ERD0A16QK5, 5651759]
