[1388, 886]
[headline, [311.0, 173.0, 309.0, 25.5], y7f7yMexrq, 5742329]
[section-title, [408.0, 257.0, 145.0, 30.0], shoonya_1s5J7L64BFNUIM, 5742329]
[quote, [42.0, 331.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 349.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 367.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 385.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 403.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 421.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[quote, [42.0, 439.0, 397.0, 18.0], 6ZM6WJP1cm, 5742329]
[paragraph, [450.0, 353.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 371.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 389.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 407.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 425.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 443.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 461.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 479.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 497.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 515.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 533.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 551.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 569.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 587.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 605.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 623.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 641.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 659.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 677.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 695.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 713.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 731.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 749.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 767.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 785.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 803.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 821.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 839.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 857.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 875.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 893.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 911.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 929.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 947.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 965.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 983.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1001.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1019.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1037.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1055.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1073.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1091.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1109.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1127.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1145.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1163.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1181.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1199.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1217.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1235.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1253.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1271.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [450.0, 1289.0, 400.0, 18.0], shoonya_0sTYS0TDEQ3D9V, 5742329]
[paragraph, [46.0, 466.0, 390.0, 18.0], oO_gT6tXba, 5742329]
[paragraph, [46.0, 484.0, 390.0, 18.0], oO_gT6tXba, 5742329]
[paragraph, [46.0, 502.0, 390.0, 18.0], oO_gT6tXba, 5742329]
[paragraph, [46.0, 520.0, 390.0, 18.0], oO_gT6tXba, 5742329]
[paragraph, [46.0, 538.0, 390.0, 18.0], oO_gT6tXba, 5742329]
[paragraph, [40.0, 572.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 590.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 608.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 626.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 644.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 662.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 680.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 698.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[paragraph, [40.0, 716.0, 399.0, 18.0], zI-e9ahxbT, 5742329]
[quote, [80.0, 748.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 766.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 784.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 802.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 820.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 838.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[quote, [80.0, 856.0, 306.0, 18.0], yUArmzpPNI, 5742329]
[paragraph, [35.0, 891.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 909.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 927.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 945.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 963.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 981.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [35.0, 999.0, 400.0, 18.0], ykwGrfRXeU, 5742329]
[paragraph, [34.0, 1038.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1056.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1074.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1092.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1110.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1128.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1146.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1164.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1182.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1200.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1218.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1236.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1254.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1272.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1290.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[paragraph, [34.0, 1308.0, 408.0, 18.0], G0bSHV0ggj, 5742329]
[footnote, [558.0, 1354.0, 293.0, 18.0], 4WXEK7HMgD, 5742329]
