[1461, 1106]
[section-title, [138.0, 122.0, 831.0, 30.0], shoonya_6s7E4GN19JUHGQ, 5759026]
[section-title, [138.0, 152.0, 831.0, 30.0], shoonya_6s7E4GN19JUHGQ, 5759026]
[paragraph, [136.0, 204.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 222.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 240.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 258.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 276.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 294.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 312.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 330.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 348.0, 852.0, 18.0], shoonya_8sAC3602JML2DG, 5759026]
[paragraph, [136.0, 385.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 403.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 421.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 439.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 457.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 475.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 493.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[paragraph, [136.0, 511.0, 851.0, 18.0], mfyt3vzdDQ, 5759026]
[unordered-list, [170.0, 545.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 563.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 581.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 599.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 617.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 635.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[unordered-list, [170.0, 653.0, 398.0, 18.0], shoonya_1s5FL5LR0TNXSO, 5759026]
[section-title, [145.0, 702.0, 219.0, 30.0], shoonya_9sLORQDGIKDJQI, 5759026]
[paragraph, [138.0, 746.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 764.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 782.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 800.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 818.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 836.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 854.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 872.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 890.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 908.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 926.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 944.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 962.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 980.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 998.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1016.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1034.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1052.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1070.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1088.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1106.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1124.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1142.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1160.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1178.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1196.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[paragraph, [138.0, 1214.0, 485.0, 18.0], Op2bwfCcQS, 5759026]
[figure-caption, [759.0, 963.0, 81.0, 18.0], shoonya_4s1QSMXEP3COUZ, 5759026]
[figure-caption, [768.0, 1230.0, 93.0, 18.0], shoonya_3sHKSFNRQQA0BB, 5759026]
[folio, [197.0, 1339.0, 157.0, 18.0], shoonya_7sMDJ90BMGRKTE, 5759026]
[folio, [197.0, 1357.0, 157.0, 18.0], shoonya_7sMDJ90BMGRKTE, 5759026]
