[3508, 2481]
[contact-info, [525.0, 80.0, 1411.0, 52.5], 3DtAV-mxa5, 6490683]
[contact-info, [525.0, 132.5, 1411.0, 52.5], 3DtAV-mxa5, 6490683]
[contact-info, [621.0, 460.0, 1315.0, 52.5], 62kG7i61Wc, 6490683]
[contact-info, [621.0, 512.5, 1315.0, 52.5], 62kG7i61Wc, 6490683]
[contact-info, [621.0, 565.0, 1315.0, 52.5], 62kG7i61Wc, 6490683]
[headline, [687.0, 758.0, 1060.0, 52.5], YNgmKRv-po, 6490683]
[headline, [687.0, 810.5, 1060.0, 52.5], YNgmKRv-po, 6490683]
[paragraph, [208.0, 1228.0, 460.0, 52.5], jA7jlPa4I8, 6490683]
[paragraph, [198.0, 1337.0, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [198.0, 1389.5, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [198.0, 1442.0, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [198.0, 1494.5, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [198.0, 1547.0, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [198.0, 1599.5, 2083.0, 52.5], ucyT2EpOS-, 6490683]
[paragraph, [202.0, 1694.0, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 1746.5, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 1799.0, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 1851.5, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 1904.0, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 1956.5, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [202.0, 2009.0, 2079.0, 52.5], 0HhgD-XoZo, 6490683]
[paragraph, [198.0, 2186.0, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2238.5, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2291.0, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2343.5, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2396.0, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2448.5, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2501.0, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2553.5, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2606.0, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[paragraph, [198.0, 2658.5, 2154.0, 52.5], oQU0MBb3Hh, 6490683]
[ordered-list, [276.0, 2758.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 2810.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 2863.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 2915.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 2968.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3020.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3073.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3125.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3178.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3230.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3283.0, 2005.0, 52.5], WdHXtSfDrY, 6490683]
[ordered-list, [276.0, 3335.5, 2005.0, 52.5], WdHXtSfDrY, 6490683]
