[1754, 1241]
[sub-section-title, [145.0, 189.0, 905.0, 36.0], CJ8f8-DaiI, 5780883]
[sub-section-title, [145.0, 225.0, 905.0, 36.0], CJ8f8-DaiI, 5780883]
[paragraph, [126.0, 353.0, 989.0, 36.0], shoonya_1sVHDDT91TERTX, 5780883]
[paragraph, [126.0, 389.0, 989.0, 36.0], shoonya_1sVHDDT91TERTX, 5780883]
[ordered-list, [144.0, 531.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 567.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 603.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 639.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 675.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 711.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 747.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 783.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 819.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 855.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 891.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 927.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 963.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 999.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1035.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1071.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1107.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1143.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1179.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[ordered-list, [144.0, 1215.0, 952.0, 36.0], _7Zyzk7zGA, 5780883]
[sub-ordered-list, [209.0, 569.0, 838.0, 36.0], shoonya_2sBUD22SXK9FQ4, 5780883]
[sub-ordered-list, [209.0, 605.0, 838.0, 36.0], shoonya_2sBUD22SXK9FQ4, 5780883]
[sub-ordered-list, [209.0, 641.0, 838.0, 36.0], shoonya_2sBUD22SXK9FQ4, 5780883]
[sub-ordered-list, [212.0, 776.0, 763.0, 36.0], YTvhSKmRt5, 5780883]
[sub-ordered-list, [212.0, 812.0, 763.0, 36.0], YTvhSKmRt5, 5780883]
[sub-ordered-list, [212.0, 848.0, 763.0, 36.0], YTvhSKmRt5, 5780883]
[sub-ordered-list, [231.0, 942.0, 669.0, 36.0], shoonya_6sCWVAUKEQIN51, 5780883]
[sub-ordered-list, [231.0, 978.0, 669.0, 36.0], shoonya_6sCWVAUKEQIN51, 5780883]
[sub-ordered-list, [218.0, 1109.0, 868.0, 36.0], shoonya_5s9I3PO8N5ZFG7, 5780883]
[sub-ordered-list, [218.0, 1145.0, 868.0, 36.0], shoonya_5s9I3PO8N5ZFG7, 5780883]
[sub-ordered-list, [218.0, 1181.0, 868.0, 36.0], shoonya_5s9I3PO8N5ZFG7, 5780883]
