[1220, 768]
[headline, [332.0, 110.0, 162.0, 25.5], iQOM_ykhaU, 5770601]
[paragraph, [391.0, 164.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 182.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 200.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 218.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 236.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 254.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 272.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 290.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 308.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 326.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 344.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 362.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 380.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 398.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 416.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 434.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [391.0, 452.0, 305.0, 18.0], X44j6klocd, 5770601]
[paragraph, [94.0, 166.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 184.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 202.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 220.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 238.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 256.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 274.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 292.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 310.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 328.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 346.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 364.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 382.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 400.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 418.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 436.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 454.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 472.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 490.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 508.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 526.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 544.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 562.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 580.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 598.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 616.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 634.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 652.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 670.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 688.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 706.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 724.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 742.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 760.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [94.0, 778.0, 294.0, 18.0], shoonya_0sWUKE8WRDF05E, 5770601]
[paragraph, [392.0, 479.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 497.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 515.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 533.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 551.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 569.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 587.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 605.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 623.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 641.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 659.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 677.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 695.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 713.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 731.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 749.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 767.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 785.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 803.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 821.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 839.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 857.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [392.0, 875.0, 306.0, 18.0], wcxOMc04KI, 5770601]
[paragraph, [87.0, 797.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 815.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 833.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 851.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 869.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 887.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 905.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 923.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 941.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 959.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 977.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 995.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 1013.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 1031.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 1049.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 1067.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
[paragraph, [87.0, 1085.0, 300.0, 18.0], eE3q7vL3mr, 5770601]
