[1050, 693]
[folio, [507.0, 77.0, 102.0, 18.0], HDkAgAv82B, 5701626]
[folio, [507.0, 95.0, 102.0, 18.0], HDkAgAv82B, 5701626]
[paragraph, [77.0, 131.0, 536.0, 18.0], RbvIx7-4S4, 5701626]
[paragraph, [77.0, 149.0, 536.0, 18.0], RbvIx7-4S4, 5701626]
[paragraph, [77.0, 167.0, 536.0, 18.0], RbvIx7-4S4, 5701626]
[paragraph, [77.0, 185.0, 536.0, 18.0], RbvIx7-4S4, 5701626]
[paragraph, [77.0, 203.0, 536.0, 18.0], RbvIx7-4S4, 5701626]
[paragraph, [83.0, 235.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 253.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 271.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 289.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 307.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 325.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 343.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 361.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 379.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 397.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 415.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 433.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 451.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [83.0, 469.0, 527.0, 18.0], shoonya_0s73Z7N59MSASA, 5701626]
[paragraph, [82.0, 500.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 518.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 536.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 554.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 572.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 590.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 608.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 626.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 644.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [82.0, 662.0, 529.0, 18.0], shoonya_1sVW979XJISRXW, 5701626]
[paragraph, [84.0, 709.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 727.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 745.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 763.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 781.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 799.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [84.0, 817.0, 529.0, 18.0], shoonya_2sISF7VU9ICK9T, 5701626]
[paragraph, [87.0, 850.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 868.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 886.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 904.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 922.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 940.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
[paragraph, [87.0, 958.0, 526.0, 18.0], shoonya_3sZYTPW85SGEWQ, 5701626]
