[1388, 886]
[section-title, [275.0, 169.0, 283.0, 30.0], UQdKNlOsmh, 5742623]
[section-title, [319.0, 242.0, 138.0, 30.0], wIBF8H5U_i, 5742623]
[sub-section-title, [354.0, 313.0, 159.0, 25.5], nZC1iktpH5, 5742623]
[paragraph, [449.0, 357.0, 399.0, 18.0], -v0efg4Dr5, 5742623]
[paragraph, [449.0, 375.0, 399.0, 18.0], -v0efg4Dr5, 5742623]
[paragraph, [449.0, 393.0, 399.0, 18.0], -v0efg4Dr5, 5742623]
[paragraph, [449.0, 411.0, 399.0, 18.0], -v0efg4Dr5, 5742623]
[paragraph, [449.0, 429.0, 399.0, 18.0], -v0efg4Dr5, 5742623]
[paragraph, [36.0, 395.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 413.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 431.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 449.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 467.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 485.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 503.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 521.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 539.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 557.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 575.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 593.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 611.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 629.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 647.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 665.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 683.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 701.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 719.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 737.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 755.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
[paragraph, [36.0, 773.0, 398.0, 18.0], shoonya_0sCV5N04SYD0MN, 5742623]
