[2339, 1654]
[folio, [138.0, 66.0, 120.0, 36.0], LjWZ3fUM7t, 5751460]
[folio, [1345.0, 71.0, 221.0, 36.0], shoonya_3s0L75QDGI6NJ3, 5751460]
[paragraph, [152.0, 109.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 145.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 181.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 217.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 253.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 289.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 325.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 361.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 397.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 433.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 469.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [152.0, 505.0, 1429.0, 36.0], shoonya_0sF99I9CPFNF3C, 5751460]
[paragraph, [290.0, 557.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 593.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 629.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 665.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 701.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 737.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 773.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 809.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 845.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 881.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 917.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 953.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 989.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1025.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1061.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1097.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1133.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1169.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1205.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1241.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1277.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1313.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1349.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1385.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[paragraph, [290.0, 1421.0, 1132.0, 36.0], shoonya_2sNKNKAW7FVTDA, 5751460]
[reference, [1185.0, 1477.0, 236.0, 36.0], zJF4BJ4tNC, 5751460]
[paragraph, [132.0, 1538.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1574.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1610.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1646.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1682.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1718.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
[paragraph, [132.0, 1754.0, 1449.0, 36.0], shoonya_1sSHY7GGASZDMN, 5751460]
