[1200, 825]
[paragraph, [144.0, 109.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 127.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 145.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 163.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 181.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 199.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 217.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 235.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 253.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 271.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 289.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 307.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [144.0, 325.0, 538.0, 18.0], shoonya_2s2RJLE1QOC34W, 5691235]
[paragraph, [136.0, 353.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 371.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 389.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 407.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 425.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 443.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 461.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 479.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 497.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 515.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 533.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 551.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 569.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 587.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 605.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 623.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 641.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 659.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 677.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 695.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 713.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 731.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 749.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 767.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 785.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 803.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 821.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 839.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 857.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 875.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 893.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 911.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 929.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 947.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 965.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 983.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 1001.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 1019.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
[paragraph, [136.0, 1037.0, 547.0, 18.0], shoonya_0s9R8Q234OM2GV, 5691235]
