[596, 393]
[chapter-title, [93.0, 44.0, 222.0, 30.0], shoonya_3sSG9HPCFCWU7S, 6533524]
[paragraph, [40.0, 98.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 116.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 134.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 152.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 170.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 188.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 206.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [40.0, 224.0, 316.0, 18.0], shoonya_0sVTQUQJGB29PN, 6533524]
[paragraph, [48.0, 270.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 288.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 306.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 324.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 342.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 360.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 378.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 396.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 414.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 432.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 450.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [48.0, 468.0, 306.0, 18.0], shoonya_1sXI8033AUOMTC, 6533524]
[paragraph, [77.0, 496.0, 274.0, 18.0], jLzdDU02wo, 6533524]
