[2339, 1653]
[folio, [1189.0, 313.0, 299.0, 36.0], shoonya_3sB50P9YP2Z0NH, 5738268]
[paragraph, [911.0, 388.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 424.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 460.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 496.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 532.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 568.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 604.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 640.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 676.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 712.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 748.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 784.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 820.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 856.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 892.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 928.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 964.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1000.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1036.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1072.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1108.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1144.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1180.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1216.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1252.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1288.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1324.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1360.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1396.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1432.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1468.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1504.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1540.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1576.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1612.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1648.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1684.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1720.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1756.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1792.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1828.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1864.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [911.0, 1900.0, 575.0, 36.0], shoonya_0s80AR8XKMAB1J, 5738268]
[paragraph, [240.0, 400.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 436.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 472.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 508.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 544.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 580.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 616.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 652.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 688.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 724.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 760.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
[paragraph, [240.0, 796.0, 572.0, 36.0], shoonya_2sENWAQMDCSICY, 5738268]
