[1448, 2048]
[section-title, [785.0, 263.0, 488.0, 30.0], shoonya_0sU3YHPVCMAMGU, 6473593]
[section-title, [785.0, 293.0, 488.0, 30.0], shoonya_0sU3YHPVCMAMGU, 6473593]
[section-title, [785.0, 323.0, 488.0, 30.0], shoonya_0sU3YHPVCMAMGU, 6473593]
[unordered-list, [137.0, 394.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 412.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 430.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 448.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 466.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 484.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 502.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 520.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 538.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 556.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 574.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 592.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 610.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 628.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 646.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 664.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 682.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 700.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 718.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 736.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 754.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 772.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 790.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[unordered-list, [137.0, 808.0, 1235.0, 18.0], shoonya_1s65CJZEKFCXE3, 6473593]
[paragraph, [137.0, 861.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 879.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 897.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 915.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 933.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 951.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 969.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 987.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1005.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1023.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1041.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1059.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1077.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1095.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1113.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1131.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1149.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1167.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[paragraph, [137.0, 1185.0, 1793.0, 18.0], shoonya_4s0C324T1BX7VZ, 6473593]
[folio, [1396.0, 1281.0, 163.0, 18.0], uCO8LHKREU, 6473593]
[folio, [1396.0, 1299.0, 163.0, 18.0], uCO8LHKREU, 6473593]
[folio, [1396.0, 1317.0, 163.0, 18.0], uCO8LHKREU, 6473593]
[folio, [1396.0, 1335.0, 163.0, 18.0], uCO8LHKREU, 6473593]
[folio, [503.0, 1286.0, 802.0, 18.0], DUrd4ZDzQc, 6473593]
[folio, [503.0, 1304.0, 802.0, 18.0], DUrd4ZDzQc, 6473593]
[folio, [503.0, 1322.0, 802.0, 18.0], DUrd4ZDzQc, 6473593]
