[3509, 2480]
[paragraph, [365.0, 357.0, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [365.0, 409.5, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [365.0, 462.0, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [365.0, 514.5, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [365.0, 567.0, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [365.0, 619.5, 1778.0, 52.5], shoonya_3s3MSW4254B4NB, 5723972]
[paragraph, [351.0, 763.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 815.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 868.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 920.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 973.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1025.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1078.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1130.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1183.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1235.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1288.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1340.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1393.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1445.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1498.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1550.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1603.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1655.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1708.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1760.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1813.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1865.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1918.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 1970.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2023.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2075.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2128.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2180.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2233.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2285.5, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [351.0, 2338.0, 1802.0, 52.5], shoonya_2sNZAQSX1LYQOB, 5723972]
[paragraph, [353.0, 2586.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2638.5, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2691.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2743.5, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2796.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2848.5, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2901.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 2953.5, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 3006.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 3058.5, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
[paragraph, [353.0, 3111.0, 1847.0, 52.5], shoonya_0sAR394B8XNT4P, 5723972]
