[842, 596]
[website-link, [403.0, 30.0, 129.0, 18.0], uaWP-ID4Sd, 6464408]
[folio, [64.0, 31.0, 77.0, 18.0], kGmk76f1P2, 6464408]
[paragraph, [130.0, 62.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 80.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 98.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 116.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 134.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 152.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 170.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 188.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 206.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 224.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 242.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 260.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 278.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 296.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 314.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 332.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 350.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 368.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 386.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 404.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 422.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 440.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 458.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 476.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 494.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 512.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 530.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 548.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 566.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 584.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 602.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 620.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 638.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 656.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 674.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 692.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 710.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
[paragraph, [130.0, 728.0, 290.0, 18.0], 4CmeuTmJWJ, 6464408]
