[2339, 1653]
[paragraph, [109.0, 150.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 186.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 222.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 258.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 294.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 330.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 366.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 402.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 438.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [109.0, 474.0, 1435.0, 36.0], shoonya_3sTWMRWLDYVS6F, 5750761]
[paragraph, [97.0, 547.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 583.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 619.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 655.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 691.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 727.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 763.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 799.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 835.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 871.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 907.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 943.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 979.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1015.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1051.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1087.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1123.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1159.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1195.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1231.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1267.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1303.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1339.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [97.0, 1375.0, 1444.0, 36.0], aKOpHjQLeW, 5750761]
[paragraph, [114.0, 1445.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1481.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1517.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1553.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1589.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1625.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1661.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1697.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1733.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1769.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1805.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1841.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1877.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1913.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1949.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 1985.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 2021.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
[paragraph, [114.0, 2057.0, 1421.0, 36.0], shoonya_1s7V955N0A5UCJ, 5750761]
