[2717, 1772]
[folio, [768.0, 235.0, 196.0, 46.5], shoonya_1sV0S3OFJXW7BS, 5721000]
[paragraph, [198.0, 343.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 389.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 436.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 482.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 529.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 575.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 622.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 668.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 715.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 761.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 808.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 854.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 901.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 947.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 994.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1040.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1087.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1133.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1180.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1226.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1273.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1319.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1366.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1412.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1459.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1505.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1552.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1598.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1645.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1691.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1738.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1784.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1831.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1877.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1924.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 1970.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2017.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2063.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2110.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2156.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2203.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2249.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2296.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2342.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2389.0, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
[paragraph, [198.0, 2435.5, 1359.0, 46.5], shoonya_0sQSUJ89KT8Y6P, 5721000]
