[2200, 1700]
[section-title, [287.0, 233.0, 297.0, 52.5], shoonya_5sBM06CXVBYF27, 5687347]
[paragraph, [280.0, 330.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 366.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 402.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 438.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 474.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 510.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 546.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 582.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 618.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 654.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 690.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 726.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 762.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 798.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 834.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 870.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 906.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 942.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 978.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1014.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1050.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1086.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1122.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1158.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1194.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1230.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1266.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1302.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1338.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1374.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1410.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1446.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[paragraph, [280.0, 1482.0, 1142.0, 36.0], shoonya_1sFSLCNY517YOZ, 5687347]
[section-title, [288.0, 1572.0, 406.0, 52.5], shoonya_3sCB00JUVMANX7, 5687347]
[paragraph, [283.0, 1673.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
[paragraph, [283.0, 1709.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
[paragraph, [283.0, 1745.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
[paragraph, [283.0, 1781.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
[paragraph, [283.0, 1817.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
[paragraph, [283.0, 1853.0, 1134.0, 36.0], shoonya_0s5F0KAU76FB21, 5687347]
