[842, 596]
[contact-info, [114.0, 46.0, 382.0, 18.0], wnOQuud-XK, 5718386]
[contact-info, [114.0, 64.0, 382.0, 18.0], wnOQuud-XK, 5718386]
[contact-info, [114.0, 82.0, 382.0, 18.0], wnOQuud-XK, 5718386]
[reference, [20.0, 109.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 127.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 145.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 163.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 181.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 199.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 217.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 235.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 253.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 271.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 289.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 307.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 325.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 343.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 361.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 379.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 397.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 415.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 433.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 451.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 469.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 487.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 505.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 523.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 541.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 559.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 577.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 595.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 613.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 631.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 649.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 667.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 685.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 703.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 721.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
[reference, [20.0, 739.0, 510.0, 18.0], shoonya_0sKB1EFDWYTQMP, 5718386]
