[1387, 987]
[paragraph, [87.0, 93.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [87.0, 111.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [87.0, 129.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [87.0, 147.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [87.0, 165.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [87.0, 183.0, 751.0, 18.0], 0vqdTzIuv1, 5652989]
[paragraph, [86.0, 222.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 240.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 258.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 276.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 294.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 312.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 330.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 348.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 366.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 384.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 402.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 420.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 438.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 456.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 474.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [86.0, 492.0, 794.0, 18.0], shoonya_0sRI0ACSJB0WMK, 5652989]
[paragraph, [91.0, 517.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 535.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 553.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 571.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 589.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 607.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 625.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 643.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 661.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 679.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 697.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 715.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 733.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 751.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 769.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 787.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 805.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 823.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [91.0, 841.0, 778.0, 18.0], fG9yQ4JqKI, 5652989]
[paragraph, [92.0, 871.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 889.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 907.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 925.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 943.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 961.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 979.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 997.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [92.0, 1015.0, 784.0, 18.0], 0JXB_bdJU1, 5652989]
[paragraph, [89.0, 1049.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1067.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1085.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1103.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1121.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1139.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1157.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1175.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1193.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1211.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1229.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1247.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
[paragraph, [89.0, 1265.0, 791.0, 18.0], shoonya_1sDA6VB2T26RP1, 5652989]
