[2230, 1704]
[headline, [318.0, 309.0, 1150.0, 67.5], shoonya_8sLOE44V3U3C5U, 5653938]
[author, [742.0, 442.0, 308.0, 36.0], 5frkTME9JW, 5653938]
[author, [742.0, 478.0, 308.0, 36.0], 5frkTME9JW, 5653938]
[paragraph, [116.0, 556.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 592.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 628.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 664.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 700.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 736.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 772.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 808.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 844.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 880.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 916.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [116.0, 952.0, 435.0, 36.0], shoonya_10s2430JNWTNJQ, 5653938]
[paragraph, [1199.0, 558.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 594.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 630.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 666.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 702.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 738.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 774.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 810.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 846.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 882.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 918.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [1199.0, 954.0, 478.0, 36.0], shoonya_4s9W34I2KGKL0J, 5653938]
[paragraph, [118.0, 1014.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1050.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1086.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1122.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1158.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1194.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1230.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1266.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1302.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1338.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1374.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1410.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1446.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1482.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1518.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1554.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [118.0, 1590.0, 753.0, 36.0], shoonya_2sRVGT9HHEDONT, 5653938]
[paragraph, [895.0, 1019.0, 774.0, 36.0], shoonya_6sXRJFG22SIELA, 5653938]
[paragraph, [895.0, 1055.0, 774.0, 36.0], shoonya_6sXRJFG22SIELA, 5653938]
[paragraph, [895.0, 1091.0, 774.0, 36.0], shoonya_6sXRJFG22SIELA, 5653938]
[paragraph, [896.0, 1154.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1190.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1226.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1262.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1298.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1334.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1370.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1406.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1442.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1478.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1514.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1550.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1586.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1622.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1658.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1694.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1730.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1766.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1802.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1838.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1874.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1910.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [896.0, 1946.0, 774.0, 36.0], shoonya_0sTZK0LDUXB151, 5653938]
[paragraph, [127.0, 1637.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1673.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1709.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1745.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1781.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1817.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1853.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1889.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1925.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1961.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 1997.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [127.0, 2033.0, 748.0, 36.0], shoonya_3sKZJK3MDRN7CF, 5653938]
[paragraph, [899.0, 2022.0, 764.0, 36.0], shoonya_5sHD0FN3J4FACG, 5653938]
[paragraph, [899.0, 2058.0, 764.0, 36.0], shoonya_5sHD0FN3J4FACG, 5653938]
[folio, [789.0, 2139.0, 176.0, 36.0], shoonya_11sDMF53DXSNFK, 5653938]
