[709, 412]
[folio, [183.0, 29.0, 55.0, 18.0], FkBxDLlVPf, 5741197]
[paragraph, [21.0, 57.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 75.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 93.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 111.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 129.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 147.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 165.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 183.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 201.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 219.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 237.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 255.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 273.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 291.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 309.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 327.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 345.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 363.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 381.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 399.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 417.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 435.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 453.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 471.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 489.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 507.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 525.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 543.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 561.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 579.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 597.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 615.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 633.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [21.0, 651.0, 180.0, 18.0], mRgeSQ8azY, 5741197]
[paragraph, [205.0, 58.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 76.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 94.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 112.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 130.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 148.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 166.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 184.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 202.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 220.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 238.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 256.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 274.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 292.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 310.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 328.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 346.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 364.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 382.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 400.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 418.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 436.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 454.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 472.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 490.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 508.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 526.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 544.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 562.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 580.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 598.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 616.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 634.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[paragraph, [205.0, 652.0, 181.0, 18.0], YX37i2ncfY, 5741197]
[footnote, [235.0, 688.0, 153.0, 18.0], gBIEUIRA1E, 5741197]
