[1267, 753]
[folio, [326.0, 71.0, 83.0, 18.0], leDtRzx-jc, 5700077]
[folio, [326.0, 89.0, 83.0, 18.0], leDtRzx-jc, 5700077]
[paragraph, [74.0, 121.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 139.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 157.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 175.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 193.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 211.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 229.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 247.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 265.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 283.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 301.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 319.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 337.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 355.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 373.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 391.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 409.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [74.0, 427.0, 604.0, 18.0], shoonya_0sDNJS4TAJ6RE7, 5700077]
[paragraph, [70.0, 467.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 485.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 503.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 521.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 539.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 557.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 575.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 593.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 611.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 629.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 647.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 665.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 683.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 701.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 719.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [70.0, 737.0, 603.0, 18.0], 81w732hx9e, 5700077]
[paragraph, [77.0, 780.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 798.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 816.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 834.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 852.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 870.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 888.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 906.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 924.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 942.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 960.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 978.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 996.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 1014.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 1032.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 1050.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [77.0, 1068.0, 596.0, 18.0], shoonya_2sOWPJC5JREF0M, 5700077]
[paragraph, [83.0, 1129.0, 596.0, 18.0], LA0kze03ju, 5700077]
[paragraph, [83.0, 1147.0, 596.0, 18.0], LA0kze03ju, 5700077]
[paragraph, [83.0, 1165.0, 596.0, 18.0], LA0kze03ju, 5700077]
