[2339, 1653]
[paragraph, [248.0, 246.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 282.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 318.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 354.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 390.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 426.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 462.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 498.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 534.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 570.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 606.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 642.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 678.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 714.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 750.0, 1154.0, 36.0], shoonya_0sMWLVJ3U7JQKJ, 5686729]
[paragraph, [248.0, 804.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 840.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 876.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 912.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 948.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 984.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1020.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1056.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1092.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1128.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1164.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [248.0, 1200.0, 1154.0, 36.0], shoonya_2sMFJN6FKYTST1, 5686729]
[paragraph, [247.0, 1287.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1323.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1359.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1395.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1431.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1467.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1503.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1539.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1575.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1611.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1647.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1683.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1719.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1755.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1791.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1827.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1863.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1899.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1935.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 1971.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 2007.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
[paragraph, [247.0, 2043.0, 1158.0, 36.0], shoonya_1sWCNUJ90TGS5V, 5686729]
