[2806, 1983]
[index, [67.0, 125.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 171.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 218.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 264.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 311.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 357.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 404.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 450.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 497.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 543.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 590.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 636.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 683.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 729.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 776.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 822.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 869.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 915.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 962.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1008.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1055.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1101.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1148.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1194.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1241.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1287.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1334.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1380.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1427.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1473.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1520.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1566.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1613.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1659.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1706.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1752.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1799.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1845.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1892.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1938.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 1985.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2031.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2078.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2124.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2171.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2217.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2264.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2310.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2357.0, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[index, [67.0, 2403.5, 919.0, 46.5], shoonya_1sQSV80OPB1AEA, 5698249]
[footnote, [1331.0, 2144.0, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
[footnote, [1331.0, 2190.5, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
[footnote, [1331.0, 2237.0, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
[footnote, [1331.0, 2283.5, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
[footnote, [1331.0, 2330.0, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
[footnote, [1331.0, 2376.5, 413.0, 46.5], shoonya_0sCO990CDV28JH, 5698249]
