[1220, 755]
[paragraph, [60.0, 68.0, 629.0, 18.0], shoonya_1sIRRNSAZ28RQ6, 6469138]
[paragraph, [60.0, 86.0, 629.0, 18.0], shoonya_1sIRRNSAZ28RQ6, 6469138]
[paragraph, [60.0, 104.0, 629.0, 18.0], shoonya_1sIRRNSAZ28RQ6, 6469138]
[paragraph, [62.0, 138.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 156.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 174.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 192.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 210.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 228.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 246.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 264.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 282.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 300.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 318.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 336.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 354.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 372.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 390.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 408.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 426.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 444.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 462.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 480.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 498.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 516.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 534.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 552.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 570.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 588.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 606.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 624.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 642.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 660.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 678.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 696.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 714.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 732.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 750.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 768.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [62.0, 786.0, 626.0, 18.0], shoonya_3sEG9N7U6IG3X9, 6469138]
[paragraph, [65.0, 816.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 834.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 852.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 870.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 888.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 906.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 924.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [65.0, 942.0, 625.0, 18.0], shoonya_0sB6CLBE4BEYCI, 6469138]
[paragraph, [67.0, 971.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 989.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1007.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1025.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1043.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1061.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1079.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
[paragraph, [67.0, 1097.0, 624.0, 18.0], shoonya_2sOAF3EBWBI19W, 6469138]
