[2337, 1642]
[paragraph, [140.0, 156.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 192.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 228.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 264.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 300.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 336.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 372.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 408.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 444.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 480.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 516.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 552.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 588.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 624.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 660.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 696.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 732.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 768.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 804.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 840.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 876.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 912.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 948.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 984.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1020.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1056.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1092.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1128.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1164.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1200.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1236.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1272.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1308.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1344.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1380.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1416.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1452.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1488.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1524.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1560.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1596.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1632.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1668.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1704.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1740.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1776.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1812.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1848.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1884.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[paragraph, [140.0, 1920.0, 1361.0, 36.0], shoonya_0sOJFWNM1IE6U4, 5753002]
[website-link, [556.0, 2248.0, 525.0, 18.0], ItIjnFxxqE, 5753002]
[website-link, [556.0, 2266.0, 525.0, 18.0], ItIjnFxxqE, 5753002]
[website-link, [556.0, 2284.0, 525.0, 18.0], ItIjnFxxqE, 5753002]
[website-link, [556.0, 2302.0, 525.0, 18.0], ItIjnFxxqE, 5753002]
