[1320, 1176]
[folio, [922.0, 58.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[folio, [922.0, 76.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[folio, [922.0, 94.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[folio, [922.0, 112.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[folio, [922.0, 130.0, 174.0, 18.0], shoonya_6sIOU7AYCVQ3HD, 5694690]
[section-title, [83.0, 173.0, 310.0, 30.0], 0XnY8EHCXD, 5694690]
[paragraph, [423.0, 173.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 191.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 209.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 227.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 245.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 263.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 281.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 299.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 317.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 335.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[paragraph, [423.0, 353.0, 321.0, 18.0], shoonya_2sHOPHEW4H3ZBL, 5694690]
[headline, [778.0, 192.0, 287.0, 25.5], QxSirlVjhN, 5694690]
[paragraph, [85.0, 214.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 232.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 250.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 268.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 286.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 304.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 322.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 340.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 358.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 376.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 394.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 412.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 430.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 448.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 466.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 484.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 502.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 520.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 538.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 556.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 574.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 592.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[paragraph, [85.0, 610.0, 322.0, 18.0], shoonya_1sSLLB4DKV29TG, 5694690]
[author, [799.0, 238.0, 236.0, 18.0], 21AOvL7vIl, 5694690]
[paragraph, [765.0, 279.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 297.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 315.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 333.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 351.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 369.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 387.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 405.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [765.0, 423.0, 322.0, 18.0], shoonya_4s0KR1IVP2MK3P, 5694690]
[paragraph, [410.0, 387.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 405.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 423.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 441.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 459.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 477.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 495.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 513.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 531.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 549.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 567.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 585.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 603.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 621.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 639.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 657.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 675.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 693.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 711.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 729.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 747.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 765.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 783.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 801.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 819.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 837.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [410.0, 855.0, 337.0, 18.0], M_DKzMXsIu, 5694690]
[paragraph, [752.0, 450.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 468.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 486.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 504.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 522.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 540.0, 337.0, 18.0], SKarmwEpCw, 5694690]
[paragraph, [752.0, 558.0, 337.0, 18.0], SKarmwEpCw, 5694690]
