[1754, 1241]
[sub-section-title, [218.0, 232.0, 386.0, 36.0], shoonya_4s3NMZQW94PXXQ, 6470662]
[paragraph, [210.0, 315.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 351.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 387.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 423.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 459.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 495.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 531.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 567.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 603.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 639.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 675.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 711.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 747.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 783.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 819.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 855.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 891.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 927.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 963.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 999.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 1035.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 1071.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 1107.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 1143.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [210.0, 1179.0, 893.0, 36.0], shoonya_0s6NYWYVFZTRSC, 6470662]
[paragraph, [213.0, 1279.0, 889.0, 36.0], shoonya_3sO3D5TBJCKD6A, 6470662]
[paragraph, [213.0, 1315.0, 889.0, 36.0], shoonya_3sO3D5TBJCKD6A, 6470662]
[paragraph, [213.0, 1351.0, 889.0, 36.0], shoonya_3sO3D5TBJCKD6A, 6470662]
[paragraph, [213.0, 1387.0, 889.0, 36.0], shoonya_3sO3D5TBJCKD6A, 6470662]
[footnote, [214.0, 1492.0, 890.0, 36.0], shoonya_5s3F8Y1AYO0MOH, 6470662]
[footnote, [214.0, 1528.0, 890.0, 36.0], shoonya_5s3F8Y1AYO0MOH, 6470662]
[footnote, [214.0, 1564.0, 890.0, 36.0], shoonya_5s3F8Y1AYO0MOH, 6470662]
