[1031, 622]
[section-title, [264.0, 69.0, 100.0, 30.0], shoonya_1sKVYGEF8FBRAU, 5709925]
[paragraph, [50.0, 112.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 130.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 148.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 166.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 184.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 202.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 220.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 238.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 256.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 274.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 292.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 310.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 328.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 346.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 364.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 382.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 400.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 418.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 436.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 454.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 472.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 490.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 508.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 526.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 544.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 562.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 580.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 598.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 616.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 634.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 652.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 670.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [50.0, 688.0, 518.0, 18.0], shoonya_0sP630B24VC2RT, 5709925]
[paragraph, [51.0, 709.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[paragraph, [51.0, 727.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[paragraph, [51.0, 745.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[paragraph, [51.0, 763.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[paragraph, [51.0, 781.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[paragraph, [51.0, 799.0, 517.0, 18.0], shoonya_4sDF4RVYPTQDWN, 5709925]
[footnote, [66.0, 849.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
[footnote, [66.0, 867.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
[footnote, [66.0, 885.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
[footnote, [66.0, 903.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
[footnote, [66.0, 921.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
[footnote, [66.0, 939.0, 488.0, 18.0], shoonya_2sP3TFYXJ5ZLTQ, 5709925]
