[1267, 753]
[folio, [334.0, 77.0, 86.0, 18.0], shoonya_3sSMRC7N59M3NL, 5699801]
[paragraph, [76.0, 118.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 136.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 154.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 172.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 190.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 208.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 226.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 244.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 262.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 280.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 298.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 316.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 334.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 352.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 370.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 388.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 406.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 424.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 442.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 460.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 478.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 496.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 514.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 532.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 550.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 568.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 586.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 604.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 622.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 640.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 658.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 676.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 694.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 712.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 730.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 748.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 766.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [76.0, 784.0, 596.0, 18.0], shoonya_1s2SRIZJOCJEZC, 5699801]
[paragraph, [78.0, 810.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 828.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 846.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 864.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 882.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 900.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 918.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 936.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 954.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 972.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 990.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1008.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1026.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1044.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1062.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1080.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1098.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1116.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1134.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1152.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
[paragraph, [78.0, 1170.0, 595.0, 18.0], shoonya_0sQ32TY4Z42EYE, 5699801]
