[2200, 1700]
[section-title, [1056.0, 547.0, 297.0, 52.5], auptznsOO2, 5651840]
[section-title, [1056.0, 599.5, 297.0, 52.5], auptznsOO2, 5651840]
[section-title, [1056.0, 652.0, 297.0, 52.5], auptznsOO2, 5651840]
[paragraph, [141.0, 750.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 786.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 822.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 858.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 894.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 930.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 966.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 1002.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 1038.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 1074.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 1110.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [141.0, 1146.0, 1253.0, 36.0], shoonya_0s7VBQRLKQKGM3, 5651840]
[paragraph, [103.0, 1208.0, 1211.0, 36.0], N-t_y3icPx, 5651840]
[paragraph, [103.0, 1244.0, 1211.0, 36.0], N-t_y3icPx, 5651840]
[paragraph, [103.0, 1280.0, 1211.0, 36.0], N-t_y3icPx, 5651840]
[paragraph, [103.0, 1316.0, 1211.0, 36.0], N-t_y3icPx, 5651840]
[paragraph, [103.0, 1352.0, 1211.0, 36.0], N-t_y3icPx, 5651840]
[paragraph, [129.0, 1393.0, 1209.0, 36.0], mFso2jJO55, 5651840]
[paragraph, [129.0, 1429.0, 1209.0, 36.0], mFso2jJO55, 5651840]
[paragraph, [129.0, 1465.0, 1209.0, 36.0], mFso2jJO55, 5651840]
[paragraph, [129.0, 1501.0, 1209.0, 36.0], mFso2jJO55, 5651840]
[paragraph, [144.0, 1571.0, 1173.0, 36.0], p9mjEvcfsz, 5651840]
[paragraph, [144.0, 1607.0, 1173.0, 36.0], p9mjEvcfsz, 5651840]
[paragraph, [144.0, 1643.0, 1173.0, 36.0], p9mjEvcfsz, 5651840]
[paragraph, [144.0, 1679.0, 1173.0, 36.0], p9mjEvcfsz, 5651840]
[paragraph, [144.0, 1715.0, 1173.0, 36.0], p9mjEvcfsz, 5651840]
[paragraph, [250.0, 1760.0, 976.0, 36.0], __3CY3UREd, 5651840]
[folio, [1071.0, 1858.0, 120.0, 36.0], XsYJUPxpRI, 5651840]
