[2200, 1700]
[paragraph, [903.0, 208.0, 656.0, 36.0], aDsW_amtRj, 5752466]
[paragraph, [903.0, 244.0, 656.0, 36.0], aDsW_amtRj, 5752466]
[paragraph, [903.0, 280.0, 656.0, 36.0], aDsW_amtRj, 5752466]
[paragraph, [141.0, 209.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 245.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 281.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 317.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 353.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 389.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 425.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 461.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 497.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 533.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 569.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 605.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 641.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 677.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 713.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 749.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 785.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 821.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 857.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 893.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 929.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 965.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 1001.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [141.0, 1037.0, 657.0, 36.0], shoonya_0sUMMCO18WCD1R, 5752466]
[paragraph, [903.0, 352.0, 656.0, 36.0], OlAfLl_IKl, 5752466]
[paragraph, [903.0, 388.0, 656.0, 36.0], OlAfLl_IKl, 5752466]
[paragraph, [903.0, 446.0, 654.0, 36.0], bYFz2hCgbe, 5752466]
[paragraph, [903.0, 482.0, 654.0, 36.0], bYFz2hCgbe, 5752466]
[paragraph, [903.0, 518.0, 654.0, 36.0], bYFz2hCgbe, 5752466]
[paragraph, [903.0, 554.0, 654.0, 36.0], bYFz2hCgbe, 5752466]
[paragraph, [903.0, 590.0, 654.0, 36.0], bYFz2hCgbe, 5752466]
[paragraph, [903.0, 631.0, 656.0, 36.0], 1pi0dksHtN, 5752466]
[paragraph, [903.0, 667.0, 656.0, 36.0], 1pi0dksHtN, 5752466]
[paragraph, [903.0, 726.0, 656.0, 36.0], 9mM_TJyzAC, 5752466]
[paragraph, [903.0, 762.0, 656.0, 36.0], 9mM_TJyzAC, 5752466]
[paragraph, [903.0, 798.0, 656.0, 36.0], 9mM_TJyzAC, 5752466]
[paragraph, [903.0, 834.0, 656.0, 36.0], 9mM_TJyzAC, 5752466]
[paragraph, [903.0, 870.0, 656.0, 36.0], 9mM_TJyzAC, 5752466]
[paragraph, [900.0, 911.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [900.0, 947.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [900.0, 983.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [900.0, 1019.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [900.0, 1055.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [900.0, 1091.0, 658.0, 36.0], 9or0PPd2Gr, 5752466]
[paragraph, [142.0, 1103.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1139.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1175.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1211.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1247.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1283.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1319.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1355.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1391.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1427.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1463.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1499.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1535.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1571.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1607.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1643.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1679.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1715.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1751.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1787.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [142.0, 1823.0, 656.0, 36.0], fx3EF8xHoq, 5752466]
[paragraph, [900.0, 1145.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [900.0, 1181.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [900.0, 1217.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [900.0, 1253.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [900.0, 1289.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [900.0, 1325.0, 656.0, 36.0], 1VmArn9EqH, 5752466]
[paragraph, [901.0, 1379.0, 656.0, 36.0], GBCndj7eRi, 5752466]
[paragraph, [901.0, 1415.0, 656.0, 36.0], GBCndj7eRi, 5752466]
[paragraph, [901.0, 1451.0, 656.0, 36.0], GBCndj7eRi, 5752466]
[paragraph, [901.0, 1487.0, 656.0, 36.0], GBCndj7eRi, 5752466]
[paragraph, [901.0, 1523.0, 656.0, 36.0], GBCndj7eRi, 5752466]
[paragraph, [900.0, 1566.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1602.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1638.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1674.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1710.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1746.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1782.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1818.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1854.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1890.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [900.0, 1926.0, 656.0, 36.0], OG7DkKS7ha, 5752466]
[paragraph, [144.0, 1891.0, 654.0, 36.0], Gf4UF0RMqC, 5752466]
[paragraph, [144.0, 1927.0, 654.0, 36.0], Gf4UF0RMqC, 5752466]
