[1754, 1241]
[chapter-title, [173.0, 135.0, 886.0, 58.5], shoonya_0sA63XFLAFW382, 5708970]
[ordered-list, [117.0, 220.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 256.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 292.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 328.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 364.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 400.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 436.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 472.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 508.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 544.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 580.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 616.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 652.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 688.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 724.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 760.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 796.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 832.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 868.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 904.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 940.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 976.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1012.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1048.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1084.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1120.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1156.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1192.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1228.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1264.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1300.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1336.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1372.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1408.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1444.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1480.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[ordered-list, [117.0, 1516.0, 1005.0, 36.0], yKo25DN3q-, 5708970]
[sub-ordered-list, [152.0, 350.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 386.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 422.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 458.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 494.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 530.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 566.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 602.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 638.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 674.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 710.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 746.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 782.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 818.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 854.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 890.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 926.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 962.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 998.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 1034.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 1070.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 1106.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 1142.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
[sub-ordered-list, [152.0, 1178.0, 966.0, 36.0], 3R2aRFxG1S, 5708970]
