[2230, 1704]
[paragraph, [75.0, 154.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [75.0, 190.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [75.0, 226.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [75.0, 262.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [75.0, 298.0, 770.0, 36.0], shoonya_6sQUMBAC5V4CQO, 5653807]
[paragraph, [885.0, 158.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 194.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 230.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 266.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 302.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 338.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 374.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 410.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 446.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 482.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [885.0, 518.0, 774.0, 36.0], shoonya_7s2M8BU4TW1YJC, 5653807]
[paragraph, [74.0, 353.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 389.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 425.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 461.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 497.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 533.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 569.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 605.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 641.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [74.0, 677.0, 771.0, 36.0], shoonya_4s2LF9QB16HUIW, 5653807]
[paragraph, [885.0, 558.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 594.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 630.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 666.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 702.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 738.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 774.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 810.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 846.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 882.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 918.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 954.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 990.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1026.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1062.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1098.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1134.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1170.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [885.0, 1206.0, 772.0, 36.0], shoonya_0sTT5ATTJT5LS1, 5653807]
[paragraph, [72.0, 742.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 778.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 814.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 850.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 886.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 922.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 958.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 994.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1030.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
[paragraph, [72.0, 1066.0, 778.0, 36.0], shoonya_2sD2BKIEYXUT42, 5653807]
