[2200, 1700]
[paragraph, [322.0, 67.0, 1081.0, 36.0], shoonya_3s2MYAKT2PC21J, 5731013]
[paragraph, [322.0, 103.0, 1081.0, 36.0], shoonya_3s2MYAKT2PC21J, 5731013]
[paragraph, [322.0, 139.0, 1081.0, 36.0], shoonya_3s2MYAKT2PC21J, 5731013]
[section-title, [328.0, 211.0, 468.0, 52.5], shoonya_1sYN08NMMK2X1Y, 5731013]
[paragraph, [320.0, 288.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 324.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 360.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 396.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 432.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 468.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 504.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 540.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 576.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 612.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 648.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 684.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 720.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 756.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [320.0, 792.0, 1084.0, 36.0], shoonya_2sP6CFC90TT3UB, 5731013]
[paragraph, [325.0, 854.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 890.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 926.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 962.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 998.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1034.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1070.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1106.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1142.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1178.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1214.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1250.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1286.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1322.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1358.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1394.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1430.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1466.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1502.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1538.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1574.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1610.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[paragraph, [325.0, 1646.0, 1077.0, 36.0], shoonya_0sV3SXG756L0BQ, 5731013]
[section-title, [333.0, 1724.0, 810.0, 52.5], coRjOksFrt, 5731013]
[paragraph, [331.0, 1796.0, 1080.0, 36.0], In03oRvJqS, 5731013]
[paragraph, [331.0, 1832.0, 1080.0, 36.0], In03oRvJqS, 5731013]
[paragraph, [331.0, 1868.0, 1080.0, 36.0], In03oRvJqS, 5731013]
[folio, [431.0, 2007.0, 372.0, 36.0], shoonya_4sA1Y5OKP7BS8R, 5731013]
[folio, [431.0, 2043.0, 372.0, 36.0], shoonya_4sA1Y5OKP7BS8R, 5731013]
