[2339, 1654]
[folio, [1310.0, 37.0, 264.0, 36.0], hxt_iVLnXR, 5750553]
[paragraph, [91.0, 109.0, 1482.0, 36.0], fqx_k3D25J, 5750553]
[paragraph, [91.0, 145.0, 1482.0, 36.0], fqx_k3D25J, 5750553]
[paragraph, [91.0, 181.0, 1482.0, 36.0], fqx_k3D25J, 5750553]
[paragraph, [115.0, 229.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 265.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 301.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 337.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 373.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 409.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 445.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 481.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [115.0, 517.0, 1459.0, 36.0], J3Tn2XhsJA, 5750553]
[paragraph, [136.0, 574.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 610.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 646.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 682.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 718.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 754.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 790.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 826.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 862.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 898.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 934.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 970.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 1006.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [136.0, 1042.0, 1437.0, 36.0], shoonya_1sSS8M715WR5BZ, 5750553]
[paragraph, [86.0, 1084.0, 1496.0, 36.0], V7c9Q4s4lL, 5750553]
[paragraph, [86.0, 1120.0, 1496.0, 36.0], V7c9Q4s4lL, 5750553]
[paragraph, [86.0, 1156.0, 1496.0, 36.0], V7c9Q4s4lL, 5750553]
[paragraph, [86.0, 1192.0, 1496.0, 36.0], V7c9Q4s4lL, 5750553]
[paragraph, [286.0, 1231.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1267.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1303.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1339.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1375.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1411.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1447.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1483.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1519.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1555.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1591.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1627.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1663.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1699.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1735.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1771.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1807.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1843.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1879.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1915.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1951.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 1987.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2023.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2059.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2095.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2131.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2167.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
[paragraph, [286.0, 2203.0, 1151.0, 36.0], shoonya_0sSDZKMZD3GF0C, 5750553]
