[3509, 2482]
[folio, [797.0, 226.0, 546.0, 52.5], _KBFBOfWeP, 5691494]
[folio, [797.0, 278.5, 546.0, 52.5], _KBFBOfWeP, 5691494]
[paragraph, [282.0, 381.0, 735.0, 52.5], s_FacIOPRt, 5691494]
[paragraph, [214.0, 459.0, 1771.0, 52.5], 0pUw5nWaVg, 5691494]
[paragraph, [214.0, 511.5, 1771.0, 52.5], 0pUw5nWaVg, 5691494]
[paragraph, [210.0, 611.0, 1771.0, 52.5], r5N7zqR4qo, 5691494]
[paragraph, [210.0, 663.5, 1771.0, 52.5], r5N7zqR4qo, 5691494]
[paragraph, [210.0, 716.0, 1771.0, 52.5], r5N7zqR4qo, 5691494]
[paragraph, [210.0, 768.5, 1771.0, 52.5], r5N7zqR4qo, 5691494]
[paragraph, [241.0, 850.0, 542.0, 52.5], FCYDGi04tC, 5691494]
[paragraph, [276.0, 930.0, 214.0, 52.5], l6C7WLoCul, 5691494]
[paragraph, [282.0, 1206.0, 682.0, 52.5], gZ1ne7zWzV, 5691494]
[paragraph, [217.0, 1312.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1364.5, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1417.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1469.5, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1522.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1574.5, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1627.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1679.5, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1732.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1784.5, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [217.0, 1837.0, 1799.0, 52.5], 4jwrX_-icj, 5691494]
[paragraph, [210.0, 1935.0, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 1987.5, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 2040.0, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 2092.5, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 2145.0, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 2197.5, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [210.0, 2250.0, 1883.0, 52.5], Gv-SgXg1Bc, 5691494]
[paragraph, [276.0, 2320.0, 943.0, 52.5], yhaHh8ztrS, 5691494]
[paragraph, [269.0, 2392.0, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2444.5, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2497.0, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2549.5, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2602.0, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2654.5, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [269.0, 2707.0, 1756.0, 52.5], s29m0SAqb7, 5691494]
[paragraph, [338.0, 2854.0, 840.0, 52.5], lpQDlJoUJc, 5691494]
[paragraph, [238.0, 2935.0, 1793.0, 52.5], GULP9ORf7w, 5691494]
[paragraph, [238.0, 2987.5, 1793.0, 52.5], GULP9ORf7w, 5691494]
[paragraph, [238.0, 3040.0, 1793.0, 52.5], GULP9ORf7w, 5691494]
[paragraph, [238.0, 3092.5, 1793.0, 52.5], GULP9ORf7w, 5691494]
[paragraph, [300.0, 3167.0, 856.0, 52.5], 8czXBkPZmO, 5691494]
[paragraph, [341.0, 3242.0, 856.0, 52.5], -o-6qRQGc0, 5691494]
