[1425, 1088]
[section-title, [131.0, 105.0, 452.0, 30.0], shoonya_3s5IRNR5DFEDGV, 5758650]
[ordered-list, [126.0, 148.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 166.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 184.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 202.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 220.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 238.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 256.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 274.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 292.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 310.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 328.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 346.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 364.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 382.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 400.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 418.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 436.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 454.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [126.0, 472.0, 881.0, 18.0], shoonya_0sK3UQGRNB0FZP, 5758650]
[ordered-list, [135.0, 494.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 512.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 530.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 548.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 566.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 584.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 602.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 620.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 638.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 656.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 674.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 692.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 710.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 728.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 746.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 764.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 782.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 800.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 818.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[ordered-list, [135.0, 836.0, 878.0, 18.0], ZgeWdNR1LU, 5758650]
[paragraph, [137.0, 868.0, 860.0, 18.0], gYregCq6sv, 5758650]
[paragraph, [137.0, 886.0, 860.0, 18.0], gYregCq6sv, 5758650]
[paragraph, [137.0, 904.0, 860.0, 18.0], gYregCq6sv, 5758650]
[paragraph, [137.0, 922.0, 860.0, 18.0], gYregCq6sv, 5758650]
[section-title, [138.0, 983.0, 659.0, 30.0], FZB4ZbIKhi, 5758650]
[paragraph, [137.0, 1030.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1048.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1066.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1084.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1102.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1120.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1138.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1156.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1174.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[paragraph, [137.0, 1192.0, 860.0, 18.0], YfXFVdip-o, 5758650]
[folio, [820.0, 1348.0, 166.0, 18.0], shoonya_2s2MMEO5BR007L, 5758650]
