[1238, 765]
[chapter-title, [199.0, 71.0, 370.0, 30.0], K1ZiVnN5Ne, 5770699]
[chapter-title, [199.0, 101.0, 370.0, 30.0], K1ZiVnN5Ne, 5770699]
[author, [257.0, 146.0, 283.0, 18.0], wVstfkcQOH, 5770699]
[author, [257.0, 164.0, 283.0, 18.0], wVstfkcQOH, 5770699]
[paragraph, [395.0, 222.0, 300.0, 18.0], G9-Ocbao7M, 5770699]
[paragraph, [395.0, 240.0, 300.0, 18.0], G9-Ocbao7M, 5770699]
[paragraph, [395.0, 258.0, 300.0, 18.0], G9-Ocbao7M, 5770699]
[paragraph, [78.0, 229.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 247.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 265.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 283.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 301.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 319.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 337.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 355.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [78.0, 373.0, 312.0, 18.0], POmsBpcjcH, 5770699]
[paragraph, [392.0, 290.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [392.0, 308.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [392.0, 326.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [392.0, 344.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [392.0, 362.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [392.0, 380.0, 299.0, 18.0], PufXEz0fC9, 5770699]
[paragraph, [82.0, 394.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 412.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 430.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 448.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 466.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 484.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 502.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 520.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 538.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [82.0, 556.0, 303.0, 18.0], 1tecIWYrQd, 5770699]
[paragraph, [389.0, 406.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 424.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 442.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 460.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 478.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 496.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [389.0, 514.0, 302.0, 18.0], vpXo7eDxUt, 5770699]
[paragraph, [392.0, 550.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 568.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 586.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 604.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 622.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 640.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 658.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 676.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 694.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 712.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 730.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 748.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 766.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 784.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 802.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 820.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 838.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 856.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 874.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 892.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 910.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 928.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 946.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 964.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 982.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [392.0, 1000.0, 299.0, 18.0], b8dIHLupj7, 5770699]
[paragraph, [76.0, 573.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 591.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 609.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 627.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 645.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 663.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 681.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [76.0, 699.0, 311.0, 18.0], 8IBopxBwiy, 5770699]
[paragraph, [100.0, 730.0, 280.0, 18.0], 6c5XMs8N3O, 5770699]
[paragraph, [76.0, 756.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 774.0, 311.0, 18.0], 580nOB4ifd, 5770699]
[paragraph, [76.0, 792.0, 311.0, 18.0], 580nOB4ifd, 5770699]
