[1362, 845]
[index, [110.0, 79.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 97.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 115.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 133.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 151.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 169.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 187.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 205.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 223.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 241.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 259.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 277.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 295.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 313.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 331.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 349.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 367.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 385.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 403.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 421.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 439.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 457.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 475.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 493.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 511.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 529.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 547.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 565.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 583.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 601.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 619.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 637.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 655.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 673.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 691.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 709.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 727.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 745.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 763.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 781.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 799.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 817.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[index, [110.0, 835.0, 630.0, 18.0], shoonya_0sZB70G0Y3EOHQ, 5782101]
[section-title, [185.0, 867.0, 467.0, 30.0], shoonya_3sN7A2RP6RV0SO, 5782101]
[author, [444.0, 927.0, 336.0, 18.0], PGvmnit95s, 5782101]
[author, [444.0, 945.0, 336.0, 18.0], PGvmnit95s, 5782101]
[author, [444.0, 963.0, 336.0, 18.0], PGvmnit95s, 5782101]
[contact-info, [120.0, 930.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[contact-info, [120.0, 948.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[contact-info, [120.0, 966.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[contact-info, [120.0, 984.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[contact-info, [120.0, 1002.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[contact-info, [120.0, 1020.0, 310.0, 18.0], dsTjCmdQbA, 5782101]
[sub-section-title, [124.0, 1051.0, 149.0, 25.5], GwqolM52q8, 5782101]
[paragraph, [158.0, 1078.0, 652.0, 18.0], n0GcPG8fjD, 5782101]
