[1806, 1262]
[folio, [198.0, 99.0, 504.0, 36.0], a4Gj1xSM1r, 5680611]
[paragraph, [129.0, 170.0, 508.0, 36.0], shoonya_1s7CSPYZ7WT8M9, 5680611]
[paragraph, [129.0, 206.0, 508.0, 36.0], shoonya_1s7CSPYZ7WT8M9, 5680611]
[paragraph, [129.0, 242.0, 508.0, 36.0], shoonya_1s7CSPYZ7WT8M9, 5680611]
[paragraph, [129.0, 278.0, 508.0, 36.0], shoonya_1s7CSPYZ7WT8M9, 5680611]
[paragraph, [129.0, 314.0, 508.0, 36.0], shoonya_1s7CSPYZ7WT8M9, 5680611]
[paragraph, [675.0, 174.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 210.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 246.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 282.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 318.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 354.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 390.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [675.0, 426.0, 492.0, 36.0], shoonya_4sZX5VH9ZNULUE, 5680611]
[paragraph, [132.0, 368.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 404.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 440.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 476.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 512.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 548.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 584.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 620.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 656.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 692.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 728.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 764.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 800.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 836.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 872.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 908.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 944.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 980.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 1016.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 1052.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [132.0, 1088.0, 500.0, 36.0], shoonya_0sI619Q9JCG3L5, 5680611]
[paragraph, [673.0, 471.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 507.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 543.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 579.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 615.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 651.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 687.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 723.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
[paragraph, [673.0, 759.0, 493.0, 36.0], 6_5L3zv2JT, 5680611]
