[1650, 1275]
[paragraph, [478.0, 133.0, 589.0, 36.0], bv-h3Nb3uY, 5714372]
[paragraph, [478.0, 169.0, 589.0, 36.0], bv-h3Nb3uY, 5714372]
[paragraph, [277.0, 208.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 244.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 280.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 316.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 352.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 388.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [277.0, 424.0, 801.0, 36.0], shoonya_0s85ZZFVRWA3Z4, 5714372]
[paragraph, [272.0, 498.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 534.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 570.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 606.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 642.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 678.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 714.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 750.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 786.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 822.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 858.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 894.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 930.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 966.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 1002.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [272.0, 1038.0, 811.0, 36.0], ahB6ts9xjl, 5714372]
[paragraph, [270.0, 1106.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1142.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1178.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1214.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1250.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1286.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1322.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1358.0, 814.0, 36.0], SB5mT2GT31, 5714372]
[paragraph, [270.0, 1394.0, 814.0, 36.0], SB5mT2GT31, 5714372]
