[1357, 820]
[folio, [89.0, 49.0, 131.0, 18.0], shoonya_0sDBMK6U64WLD7, 5782052]
[folio, [89.0, 67.0, 131.0, 18.0], shoonya_0sDBMK6U64WLD7, 5782052]
[folio, [89.0, 85.0, 131.0, 18.0], shoonya_0sDBMK6U64WLD7, 5782052]
[section-title, [282.0, 110.0, 279.0, 30.0], iSh0QHlE9N, 5782052]
[paragraph, [87.0, 151.0, 657.0, 18.0], Sp6-bDsYLQ, 5782052]
[paragraph, [87.0, 169.0, 657.0, 18.0], Sp6-bDsYLQ, 5782052]
[paragraph, [87.0, 187.0, 657.0, 18.0], Sp6-bDsYLQ, 5782052]
[ordered-list, [87.0, 220.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 238.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 256.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 274.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 292.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 310.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 328.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 346.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 364.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 382.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 400.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 418.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 436.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 454.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 472.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 490.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 508.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 526.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 544.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 562.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 580.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[ordered-list, [87.0, 598.0, 665.0, 18.0], fTAQQDGYbv, 5782052]
[sub-ordered-list, [89.0, 285.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 303.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 321.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 339.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 357.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 375.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 393.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 411.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 429.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 447.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 465.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 483.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 501.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 519.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 537.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 555.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 573.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 591.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[sub-ordered-list, [89.0, 609.0, 663.0, 18.0], PAEW0PHw-2, 5782052]
[figure-caption, [153.0, 1100.0, 193.0, 18.0], mZzPu87Css, 5782052]
[figure-caption, [153.0, 1118.0, 193.0, 18.0], mZzPu87Css, 5782052]
[figure-caption, [153.0, 1136.0, 193.0, 18.0], mZzPu87Css, 5782052]
[figure-caption, [153.0, 1154.0, 193.0, 18.0], mZzPu87Css, 5782052]
[figure-caption, [461.0, 1103.0, 200.0, 18.0], TZn38x10s-, 5782052]
[figure-caption, [461.0, 1121.0, 200.0, 18.0], TZn38x10s-, 5782052]
[figure-caption, [461.0, 1139.0, 200.0, 18.0], TZn38x10s-, 5782052]
[figure-caption, [461.0, 1157.0, 200.0, 18.0], TZn38x10s-, 5782052]
[sidebar, [635.0, 1191.0, 114.0, 18.0], j7CzLLBdK3, 5782052]
[figure-caption, [164.0, 1204.0, 503.0, 18.0], 6Oq8Cr24Cb, 5782052]
