[1492, 1000]
[folio, [326.0, 153.0, 363.0, 18.0], Xc2QHxhBJJ, 5720811]
[paragraph, [139.0, 205.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 223.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 241.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 259.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 277.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 295.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 313.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 331.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 349.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 367.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 385.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 403.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 421.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 439.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 457.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 475.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 493.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 511.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 529.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 547.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 565.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 583.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 601.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 619.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 637.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 655.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 673.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [139.0, 691.0, 738.0, 18.0], shoonya_0sKKRQY4PGH3QB, 5720811]
[paragraph, [149.0, 719.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 737.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 755.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 773.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 791.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 809.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 827.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 845.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 863.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 881.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 899.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 917.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 935.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 953.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 971.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 989.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [149.0, 1007.0, 719.0, 18.0], wP_5fIE5jD, 5720811]
[paragraph, [152.0, 1040.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1058.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1076.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1094.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1112.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1130.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1148.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1166.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1184.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1202.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1220.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1238.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1256.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1274.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
[paragraph, [152.0, 1292.0, 721.0, 18.0], eKrr3-JfWP, 5720811]
