[1387, 987]
[paragraph, [85.0, 97.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 115.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 133.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 151.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 169.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 187.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 205.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 223.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 241.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 259.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 277.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [85.0, 295.0, 774.0, 18.0], h1Ka7cOMWU, 5652980]
[paragraph, [89.0, 336.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 354.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 372.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 390.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 408.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 426.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 444.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 462.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 480.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 498.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 516.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 534.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 552.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 570.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 588.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 606.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 624.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 642.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 660.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 678.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 696.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 714.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 732.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 750.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 768.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 786.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 804.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 822.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 840.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 858.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 876.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 894.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 912.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 930.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 948.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 966.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 984.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1002.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1020.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1038.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1056.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1074.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
[paragraph, [89.0, 1092.0, 809.0, 18.0], shoonya_0s95CEF1UQ4BOG, 5652980]
