[869, 612]
[section-title, [317.0, 160.0, 79.0, 30.0], c1P_cSjtwZ, 6460519]
[paragraph, [186.0, 209.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 227.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 245.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 263.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 281.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 299.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 317.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 335.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 353.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 371.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 389.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 407.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 425.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 443.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 461.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 479.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 497.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 515.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 533.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 551.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 569.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 587.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 605.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 623.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 641.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 659.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 677.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 695.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
[paragraph, [186.0, 713.0, 342.0, 18.0], shoonya_0sY7TCK02RS86D, 6460519]
