[911, 559]
[chapter-title, [159.0, 22.0, 234.0, 30.0], shoonya_3sWEF8FKLVHCP8, 5775890]
[paragraph, [20.0, 49.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 67.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 85.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 103.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 121.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 139.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 157.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 175.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 193.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 211.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 229.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 247.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 265.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 283.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [20.0, 301.0, 516.0, 18.0], shoonya_0sOVNDLTPO0CQF, 5775890]
[paragraph, [12.0, 318.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 336.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 354.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 372.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 390.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 408.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 426.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 444.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 462.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 480.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 498.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
[paragraph, [12.0, 516.0, 534.0, 18.0], FzE_zt5HJG, 5775890]
