[590, 396]
[chapter-title, [64.0, 90.0, 78.0, 30.0], shoonya_0sN3NMLJGHX5VK, 6513195]
[paragraph, [68.0, 136.0, 295.0, 18.0], shoonya_1s2WKE9J5A5778, 6513195]
[paragraph, [68.0, 154.0, 295.0, 18.0], shoonya_1s2WKE9J5A5778, 6513195]
[paragraph, [68.0, 172.0, 295.0, 18.0], shoonya_1s2WKE9J5A5778, 6513195]
[paragraph, [68.0, 197.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 215.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 233.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 251.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 269.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 287.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 305.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 323.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 341.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 359.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 377.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 395.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 413.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 431.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 449.0, 296.0, 18.0], shoonya_2sZDFBF1BIKRSM, 6513195]
[paragraph, [68.0, 469.0, 297.0, 18.0], shoonya_3sPCZMMJ496IO5, 6513195]
[paragraph, [68.0, 487.0, 297.0, 18.0], shoonya_3sPCZMMJ496IO5, 6513195]
[paragraph, [68.0, 505.0, 297.0, 18.0], shoonya_3sPCZMMJ496IO5, 6513195]
