[1044, 769]
[headline, [67.0, 38.0, 396.0, 25.5], shoonya_3sZTOYYN9GWE6B, 5722608]
[headline, [67.0, 63.5, 396.0, 25.5], shoonya_3sZTOYYN9GWE6B, 5722608]
[headline, [67.0, 89.0, 396.0, 25.5], shoonya_3sZTOYYN9GWE6B, 5722608]
[headline, [67.0, 114.5, 396.0, 25.5], shoonya_3sZTOYYN9GWE6B, 5722608]
[author, [559.0, 104.0, 158.0, 18.0], eZJ7Uo42B9, 5722608]
[author, [559.0, 122.0, 158.0, 18.0], eZJ7Uo42B9, 5722608]
[sidebar, [375.0, 219.0, 303.0, 18.0], zKb0kBA0w1, 5722608]
[sidebar, [375.0, 237.0, 303.0, 18.0], zKb0kBA0w1, 5722608]
[sidebar, [375.0, 255.0, 303.0, 18.0], zKb0kBA0w1, 5722608]
[sidebar, [375.0, 273.0, 303.0, 18.0], zKb0kBA0w1, 5722608]
[sidebar, [375.0, 291.0, 303.0, 18.0], zKb0kBA0w1, 5722608]
[paragraph, [357.0, 370.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 388.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 406.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 424.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 442.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 460.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 478.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 496.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 514.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 532.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 550.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 568.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 586.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 604.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 622.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 640.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 658.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 676.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 694.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [357.0, 712.0, 359.0, 18.0], shoonya_1sSYAFYBC5CIKK, 5722608]
[paragraph, [69.0, 591.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 609.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 627.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 645.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 663.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 681.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 699.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 717.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 735.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 753.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 771.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 789.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 807.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 825.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [69.0, 843.0, 278.0, 18.0], shoonya_2s51PQJNTZQEM0, 5722608]
[paragraph, [359.0, 761.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 779.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 797.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 815.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 833.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 851.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 869.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 887.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 905.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 923.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [359.0, 941.0, 356.0, 18.0], shoonya_6s7SE0R6YEX584, 5722608]
[paragraph, [71.0, 881.0, 251.0, 18.0], shoonya_7sO6DYWFPKN41T, 5722608]
[paragraph, [71.0, 899.0, 251.0, 18.0], shoonya_7sO6DYWFPKN41T, 5722608]
[paragraph, [71.0, 917.0, 251.0, 18.0], shoonya_7sO6DYWFPKN41T, 5722608]
[paragraph, [71.0, 935.0, 251.0, 18.0], shoonya_7sO6DYWFPKN41T, 5722608]
[paragraph, [71.0, 953.0, 251.0, 18.0], shoonya_7sO6DYWFPKN41T, 5722608]
[folio, [82.0, 977.0, 144.0, 18.0], msdKHMdCMa, 5722608]
