[1447, 1063]
[folio, [427.0, 51.0, 207.0, 18.0], XU3bxLdGce, 5762901]
[headline, [175.0, 97.0, 714.0, 25.5], shoonya_0sOB76GF8S1N5A, 5762901]
[headline, [175.0, 122.5, 714.0, 25.5], shoonya_0sOB76GF8S1N5A, 5762901]
[headline, [175.0, 148.0, 714.0, 25.5], shoonya_0sOB76GF8S1N5A, 5762901]
[paragraph, [532.0, 205.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 223.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 241.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 259.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 277.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 295.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 313.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 331.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 349.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 367.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [532.0, 385.0, 437.0, 18.0], shoonya_4sLIK6UCENF0HS, 5762901]
[paragraph, [92.0, 208.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 226.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 244.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 262.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 280.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 298.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 316.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 334.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 352.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 370.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 388.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 406.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 424.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 442.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 460.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 478.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 496.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [92.0, 514.0, 436.0, 18.0], shoonya_6s5L0E3JGQY78X, 5762901]
[paragraph, [533.0, 421.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 439.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 457.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 475.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 493.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 511.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 529.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 547.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 565.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 583.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 601.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 619.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [533.0, 637.0, 438.0, 18.0], shoonya_5sWC8VXWD98S8S, 5762901]
[paragraph, [89.0, 552.0, 436.0, 18.0], shoonya_7s2R3WJ9FVKQO2, 5762901]
