[894, 612]
[section-title, [127.0, 208.0, 271.0, 30.0], shoonya_1s86X7JZ47WT0R, 6459511]
[paragraph, [74.0, 272.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 290.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 308.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 326.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 344.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 362.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 380.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 398.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 416.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 434.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 452.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 470.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 488.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 506.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 524.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 542.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 560.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 578.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 596.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 614.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 632.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 650.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 668.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 686.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 704.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 722.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 740.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[paragraph, [74.0, 758.0, 382.0, 18.0], shoonya_0s8NWGH8MTDZJV, 6459511]
[folio, [114.0, 789.0, 62.0, 18.0], shoonya_2sSIWC3R2YLS2M, 6459511]
