[2338, 1654]
[paragraph, [189.0, 182.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 218.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 254.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 290.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 326.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 362.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 398.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [189.0, 434.0, 1189.0, 36.0], shoonya_1sNIU8HLLRA7WC, 5753702]
[paragraph, [184.0, 523.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 559.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 595.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 631.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 667.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 703.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 739.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 775.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 811.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 847.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 883.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 919.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 955.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 991.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1027.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1063.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1099.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1135.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1171.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1207.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1243.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1279.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1315.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1351.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1387.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1423.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1459.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1495.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1531.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1567.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1603.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1639.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1675.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1711.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1747.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1783.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1819.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1855.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1891.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1927.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1963.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 1999.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 2035.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
[paragraph, [184.0, 2071.0, 1188.0, 36.0], shoonya_0s8RK8VJYOCT2H, 5753702]
