[2278, 1778]
[section-title, [418.0, 170.0, 950.0, 52.5], 5IxiFgxf6i, 5758276]
[sub-section-title, [155.0, 250.0, 1320.0, 55.5], 4rrumNc3kc, 5758276]
[sub-section-title, [155.0, 305.5, 1320.0, 55.5], 4rrumNc3kc, 5758276]
[subsub-section-title, [142.0, 364.0, 700.0, 58.5], YbOXZZt7P5, 5758276]
[subsub-section-title, [574.0, 460.0, 163.0, 58.5], 1sM5wZwUmC, 5758276]
[ordered-list, [174.0, 508.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 544.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 580.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 616.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 652.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 688.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 724.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 760.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 796.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 832.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 868.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 904.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 940.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 976.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1012.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1048.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1084.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1120.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1156.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1192.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1228.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1264.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[ordered-list, [174.0, 1300.0, 831.0, 36.0], shoonya_4sDZ1ZRK4FOMD7, 5758276]
[paragraph, [168.0, 1342.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[paragraph, [168.0, 1378.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[paragraph, [168.0, 1414.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[paragraph, [168.0, 1450.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[paragraph, [168.0, 1486.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[paragraph, [168.0, 1522.0, 825.0, 36.0], shoonya_3s1OX7YFUZPD12, 5758276]
[sub-section-title, [401.0, 1611.0, 900.0, 55.5], shoonya_5sINFK18F1GC3F, 5758276]
[paragraph, [366.0, 1756.0, 485.0, 36.0], 4vPyMPIRGm, 5758276]
[paragraph, [366.0, 1792.0, 485.0, 36.0], 4vPyMPIRGm, 5758276]
[sub-section-title, [420.0, 1886.0, 796.0, 55.5], VeauWuZWOF, 5758276]
[subsub-section-title, [204.0, 1971.0, 1065.0, 58.5], rdsfZZ2w_6, 5758276]
[paragraph, [369.0, 2034.0, 471.0, 36.0], iulfBNvvG5, 5758276]
[paragraph, [369.0, 2070.0, 471.0, 36.0], iulfBNvvG5, 5758276]
[folio, [872.0, 2152.0, 100.0, 36.0], 4FHjJ40BlM, 5758276]
