[2339, 1656]
[paragraph, [192.0, 200.0, 1264.0, 36.0], sn_Tt5E2tj, 5752917]
[paragraph, [192.0, 236.0, 1264.0, 36.0], sn_Tt5E2tj, 5752917]
[paragraph, [192.0, 272.0, 1264.0, 36.0], sn_Tt5E2tj, 5752917]
[paragraph, [192.0, 308.0, 1264.0, 36.0], sn_Tt5E2tj, 5752917]
[paragraph, [186.0, 407.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 443.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 479.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 515.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 551.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 587.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [186.0, 623.0, 1279.0, 36.0], jxFTJbOiDO, 5752917]
[paragraph, [178.0, 707.0, 1283.0, 36.0], 6fYW_fiiEU, 5752917]
[paragraph, [178.0, 743.0, 1283.0, 36.0], 6fYW_fiiEU, 5752917]
[paragraph, [178.0, 779.0, 1283.0, 36.0], 6fYW_fiiEU, 5752917]
[paragraph, [178.0, 815.0, 1283.0, 36.0], 6fYW_fiiEU, 5752917]
[paragraph, [188.0, 921.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 957.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 993.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 1029.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 1065.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 1101.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [188.0, 1137.0, 1277.0, 36.0], 2CVmHZI4ez, 5752917]
[paragraph, [194.0, 1219.0, 1270.0, 36.0], VAM4b9FQZl, 5752917]
[paragraph, [194.0, 1255.0, 1270.0, 36.0], VAM4b9FQZl, 5752917]
[paragraph, [194.0, 1291.0, 1270.0, 36.0], VAM4b9FQZl, 5752917]
[paragraph, [194.0, 1327.0, 1270.0, 36.0], VAM4b9FQZl, 5752917]
[paragraph, [192.0, 1434.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1470.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1506.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1542.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1578.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1614.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1650.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1686.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1722.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1758.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1794.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1830.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1866.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[paragraph, [192.0, 1902.0, 1266.0, 36.0], eo3JagqPDy, 5752917]
[folio, [293.0, 2256.0, 171.0, 36.0], ORmu2U7ndA, 5752917]
