[1755, 1241]
[section-title, [181.0, 283.0, 313.0, 49.5], kTM8tRv_Nd, 5705245]
[section-title, [181.0, 332.5, 313.0, 49.5], kTM8tRv_Nd, 5705245]
[section-title, [181.0, 382.0, 313.0, 49.5], kTM8tRv_Nd, 5705245]
[section-title, [181.0, 431.5, 313.0, 49.5], kTM8tRv_Nd, 5705245]
[section-title, [181.0, 481.0, 313.0, 49.5], kTM8tRv_Nd, 5705245]
[unordered-list, [453.0, 644.0, 389.0, 36.0], nd2pLnRi15, 5705245]
[unordered-list, [233.0, 688.0, 351.0, 36.0], y9hw1tE74P, 5705245]
[unordered-list, [233.0, 724.0, 351.0, 36.0], y9hw1tE74P, 5705245]
[unordered-list, [233.0, 760.0, 351.0, 36.0], y9hw1tE74P, 5705245]
[unordered-list, [233.0, 796.0, 351.0, 36.0], y9hw1tE74P, 5705245]
[unordered-list, [233.0, 832.0, 351.0, 36.0], y9hw1tE74P, 5705245]
[unordered-list, [674.0, 693.0, 340.0, 36.0], GuT5kszVyf, 5705245]
[unordered-list, [674.0, 729.0, 340.0, 36.0], GuT5kszVyf, 5705245]
[unordered-list, [674.0, 765.0, 340.0, 36.0], GuT5kszVyf, 5705245]
[unordered-list, [674.0, 801.0, 340.0, 36.0], GuT5kszVyf, 5705245]
[unordered-list, [674.0, 837.0, 340.0, 36.0], GuT5kszVyf, 5705245]
[paragraph, [628.0, 911.0, 422.0, 36.0], shoonya_5s2MAW8F3Z703O, 5705245]
[paragraph, [628.0, 947.0, 422.0, 36.0], shoonya_5s2MAW8F3Z703O, 5705245]
[paragraph, [628.0, 983.0, 422.0, 36.0], shoonya_5s2MAW8F3Z703O, 5705245]
[paragraph, [628.0, 1019.0, 422.0, 36.0], shoonya_5s2MAW8F3Z703O, 5705245]
[paragraph, [187.0, 912.0, 420.0, 36.0], shoonya_4sWSJ0HEL8IHG8, 5705245]
[paragraph, [187.0, 948.0, 420.0, 36.0], shoonya_4sWSJ0HEL8IHG8, 5705245]
[paragraph, [187.0, 984.0, 420.0, 36.0], shoonya_4sWSJ0HEL8IHG8, 5705245]
[paragraph, [188.0, 1035.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1071.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1107.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1143.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1179.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1215.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1251.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [188.0, 1287.0, 419.0, 36.0], shoonya_0sE6384OOQX2NF, 5705245]
[paragraph, [631.0, 1069.0, 420.0, 36.0], shoonya_2sM58XZ9HAI7V0, 5705245]
[paragraph, [631.0, 1105.0, 420.0, 36.0], shoonya_2sM58XZ9HAI7V0, 5705245]
[paragraph, [631.0, 1141.0, 420.0, 36.0], shoonya_2sM58XZ9HAI7V0, 5705245]
[paragraph, [630.0, 1196.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [630.0, 1232.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [630.0, 1268.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [630.0, 1304.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [630.0, 1340.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [630.0, 1376.0, 440.0, 36.0], shoonya_1sQHEJC6U131FA, 5705245]
[paragraph, [188.0, 1348.0, 420.0, 36.0], shoonya_3sGCSC0GXGVWHK, 5705245]
[paragraph, [188.0, 1384.0, 420.0, 36.0], shoonya_3sGCSC0GXGVWHK, 5705245]
[paragraph, [188.0, 1420.0, 420.0, 36.0], shoonya_3sGCSC0GXGVWHK, 5705245]
[website-link, [144.0, 1550.0, 296.0, 18.0], shoonya_11s9S9DO6T888X, 5705245]
[website-link, [144.0, 1568.0, 296.0, 18.0], shoonya_11s9S9DO6T888X, 5705245]
