[2200, 1700]
[paragraph, [309.0, 100.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [309.0, 136.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [309.0, 172.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [309.0, 208.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [309.0, 244.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [309.0, 280.0, 1087.0, 36.0], shoonya_2sTZCSDAJ4A5LH, 5731347]
[paragraph, [311.0, 334.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 370.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 406.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 442.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 478.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 514.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 550.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 586.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [311.0, 622.0, 1092.0, 36.0], shoonya_1s4HJ7VV9VHL1E, 5731347]
[paragraph, [308.0, 681.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 717.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 753.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 789.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 825.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 861.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 897.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 933.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 969.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1005.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1041.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1077.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1113.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1149.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1185.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1221.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1257.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1293.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1329.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1365.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1401.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1437.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1473.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1509.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1545.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1581.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1617.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1653.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1689.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1725.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1761.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1797.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1833.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1869.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[paragraph, [308.0, 1905.0, 1109.0, 36.0], shoonya_0sQ7AX90Z34C5E, 5731347]
[folio, [318.0, 2047.0, 356.0, 36.0], PUGG1ossg3, 5731347]
