[2200, 1700]
[folio, [785.0, 396.0, 159.0, 36.0], FZbOslmUWk, 5732887]
[paragraph, [465.0, 486.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 522.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 558.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 594.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 630.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 666.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 702.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 738.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 774.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 810.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 846.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 882.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 918.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 954.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 990.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1026.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1062.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1098.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1134.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1170.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1206.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1242.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1278.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1314.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1350.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1386.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1422.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1458.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1494.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1530.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1566.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1602.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1638.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1674.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[paragraph, [465.0, 1710.0, 791.0, 36.0], shoonya_0s54SOSX6SBRLX, 5732887]
[footnote, [1294.0, 2026.0, 237.0, 36.0], 2sMXf6ARFM, 5732887]
[footnote, [1294.0, 2062.0, 237.0, 36.0], 2sMXf6ARFM, 5732887]
[folio, [802.0, 2106.0, 176.0, 36.0], dUeKjA2KMP, 5732887]
