[1806, 1262]
[folio, [192.0, 102.0, 499.0, 36.0], shoonya_2sOP1XM5OIH7SJ, 5681636]
[paragraph, [663.0, 177.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 213.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 249.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 285.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 321.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 357.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 393.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 429.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 465.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 501.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 537.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 573.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 609.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 645.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 681.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 717.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 753.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 789.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 825.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 861.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 897.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 933.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 969.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [663.0, 1005.0, 507.0, 36.0], shoonya_1sEI937KSSM0CT, 5681636]
[paragraph, [133.0, 179.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [133.0, 215.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [133.0, 251.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [133.0, 287.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [133.0, 323.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [133.0, 359.0, 498.0, 36.0], shoonya_3sMU4CR2M3RNG6, 5681636]
[paragraph, [126.0, 403.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 439.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 475.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 511.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 547.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 583.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 619.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 655.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 691.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 727.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 763.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 799.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 835.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 871.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 907.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 943.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 979.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [126.0, 1015.0, 513.0, 36.0], 5F6BxXZWcy, 5681636]
[paragraph, [670.0, 1049.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1085.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1121.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1157.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1193.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1229.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1265.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1301.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1337.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1373.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1409.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1445.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1481.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1517.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1553.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [670.0, 1589.0, 500.0, 36.0], GSKIWC1REh, 5681636]
[paragraph, [122.0, 1059.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1095.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1131.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1167.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1203.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1239.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1275.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1311.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1347.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1383.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1419.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1455.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1491.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1527.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1563.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1599.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[paragraph, [122.0, 1635.0, 518.0, 36.0], shoonya_0s7935E85HCDJD, 5681636]
[footnote, [664.0, 1668.0, 281.0, 36.0], Tgxw6GzyR0, 5681636]
